,open,high,low,close,timestamp,support,trends,H-L,SMA,HiLo,Href,Lref,diff1,diff2,ATRmod,loss,resistance
13,75.03,75.63,74.26,75.24,2019-01-21,74.3,74.3,1.3699999999999903,2.031999999999999,1.3699999999999903,1.3599999999999994,0.009999999999990905,1.3699999999999903,1.3699999999999903,2.3796740000000054,6.663087200000015,81.90308720000002
14,75.0,75.67,74.03,74.27,2019-01-22,74.0,74.3,1.6400000000000006,1.9709999999999994,1.6400000000000006,0.23000000000000398,1.4099999999999966,1.6400000000000006,1.6400000000000006,2.305706600000005,6.455978480000014,80.72597848000001
15,74.26,75.66,74.01,75.44,2019-01-23,74.0,74.0,1.6499999999999915,1.8329999999999997,1.6499999999999915,0.4899999999999949,1.1599999999999966,1.6499999999999915,1.6499999999999915,2.2401359400000036,6.27238063200001,81.712380632
16,75.0,75.86,74.7,75.17,2019-01-24,74.0,74.0,1.1599999999999966,1.7659999999999996,1.1599999999999966,-1.5799999999999983,2.739999999999995,1.1599999999999966,2.739999999999995,2.290122346000003,6.412342568800009,81.58234256880002
17,75.64,78.79,75.17,77.44,2019-01-25,74.01,74.01,3.6200000000000045,1.9329999999999998,2.8994999999999997,2.720000000000013,0.8999999999999915,2.8994999999999997,2.8994999999999997,2.351060111400003,6.582968311920008,84.02296831192001
18,78.1,78.26,76.02,76.07,2019-01-28,74.01,74.01,2.240000000000009,1.9540000000000006,2.240000000000009,1.5799999999999983,0.6600000000000108,2.240000000000009,2.240000000000009,2.339954100260004,6.5518714807280105,82.621871480728
19,76.26,77.39,74.1,76.68,2019-01-29,74.01,74.01,3.2900000000000063,2.0200000000000005,3.0300000000000007,1.1899999999999977,2.1000000000000085,3.0300000000000007,3.0300000000000007,2.4089586902340034,6.7450843326552095,83.42508433265522
20,74.33,77.36,73.61,76.2,2019-01-30,74.01,74.01,3.75,2.316,3.4739999999999998,1.2399999999999949,2.510000000000005,3.4739999999999998,3.4739999999999998,2.515462821210603,7.043295899389688,83.2432958993897
21,76.27,77.77,76.05,76.12,2019-01-31,74.01,74.01,1.7199999999999989,2.3599999999999994,1.7199999999999989,-0.6300000000000097,2.3500000000000085,1.7199999999999989,2.3500000000000085,2.4989165390895436,6.9969663094507215,83.11696630945073
22,76.67,79.17,76.2,78.4,2019-02-01,73.61,74.01,2.969999999999999,2.3409999999999997,2.969999999999999,-1.8299999999999983,4.799999999999997,2.969999999999999,4.799999999999997,2.729024885180589,7.641269678505649,86.04126967850566
23,78.99,81.38,78.98,81.0,2019-02-11,73.61,73.61,2.3999999999999915,2.444,2.3999999999999915,0.37999999999999545,2.019999999999996,2.3999999999999915,2.3999999999999915,2.69612239666253,7.549142710655083,88.54914271065508
24,80.5,81.6,80.03,81.0,2019-02-12,73.61,73.61,1.5699999999999932,2.436999999999999,1.5699999999999932,-0.10000000000000853,1.6700000000000017,1.5699999999999932,1.6700000000000017,2.593510156996277,7.261828439589575,88.26182843958958
25,80.8,83.57,80.37,81.7,2019-02-13,73.61,73.61,3.1999999999999886,2.5919999999999987,3.1999999999999886,-1.1500000000000057,4.349999999999994,3.1999999999999886,4.349999999999994,2.769159141296649,7.753645595630617,89.45364559563062
26,81.5,88.88,81.35,84.72,2019-02-14,77.29050000000001,77.29050000000001,7.530000000000001,3.228999999999999,4.843499999999999,6.459999999999994,1.0700000000000074,6.459999999999994,6.459999999999994,3.138243227166984,8.787081036067555,93.50708103606755
27,84.4,86.0,82.4,82.42,2019-02-15,77.29050000000001,77.29050000000001,3.5999999999999943,3.226999999999998,3.5999999999999943,1.5400000000000063,2.059999999999988,3.5999999999999943,3.5999999999999943,3.1844189044502853,8.916372932460797,91.3363729324608
28,83.15,84.88,82.56,84.46,2019-02-18,77.29050000000001,77.29050000000001,2.319999999999993,3.2349999999999968,2.319999999999993,2.589999999999989,-0.269999999999996,2.589999999999989,2.589999999999989,3.124977014005256,8.749935639214716,93.2099356392147
29,84.66,84.78,81.8,82.29,2019-02-19,77.29050000000001,77.29050000000001,2.980000000000004,3.203999999999996,2.980000000000004,1.6099999999999994,1.3700000000000045,2.980000000000004,2.980000000000004,3.1104793126047308,8.709342075293245,90.99934207529326
30,82.8,84.5,82.1,83.17,2019-02-20,77.29050000000001,77.29050000000001,2.4000000000000057,3.068999999999997,2.4000000000000057,1.1700000000000017,1.230000000000004,2.4000000000000057,2.4000000000000057,3.0394313813442584,8.510407867763924,91.68040786776393
31,82.7,84.87,82.3,83.33,2019-02-21,81.8,81.8,2.5700000000000074,3.1539999999999977,2.5700000000000074,0.5,2.0700000000000074,2.5700000000000074,2.5700000000000074,2.992488243209833,8.378967080987533,91.70896708098753
32,83.0,85.3,82.11,84.37,2019-02-22,81.8,81.8,3.1899999999999977,3.1759999999999975,3.1899999999999977,-6.019999999999996,12.154999999999994,3.1899999999999977,12.154999999999994,3.908739418888849,10.944470372888777,95.31447037288878
33,85.77,91.66,85.77,91.32,2019-02-25,84.83085,84.83085,5.890000000000001,3.5249999999999986,5.287499999999998,3.1599999999999966,2.730000000000004,5.287499999999998,5.287499999999998,4.046615476999964,11.3305233355999,102.6505233355999
34,90.0,90.8,87.68,88.5,2019-02-26,84.83085,84.83085,3.1199999999999903,3.6799999999999984,3.1199999999999903,4.75,-1.6300000000000097,4.75,4.75,4.116953929299967,11.527471002039908,100.0274710020399
35,87.7,89.39,85.3,86.05,2019-02-27,84.83085,84.83085,4.090000000000003,3.7689999999999997,4.090000000000003,1.6899999999999977,2.4000000000000057,4.090000000000003,4.090000000000003,4.114258536369971,11.519923901835918,97.56992390183592
36,86.01,89.18,86.01,87.7,2019-02-28,84.83085,84.83085,3.1700000000000017,3.3329999999999997,3.1700000000000017,-0.8499999999999943,5.759999999999991,3.1700000000000017,5.759999999999991,4.278832682732973,11.980731511652323,99.68073151165233
37,91.1,92.88,89.4,90.03,2019-03-01,85.3,85.3,3.4799999999999898,3.3209999999999993,3.4799999999999898,0.4899999999999949,2.989999999999995,3.4799999999999898,3.4799999999999898,4.198949414459674,11.757058360487088,101.7870583604871
38,91.5,95.16,90.73,92.39,2019-03-04,85.3,85.3,4.429999999999993,3.531999999999999,4.429999999999993,2.5600000000000023,1.8699999999999903,4.429999999999993,4.429999999999993,4.222054473013706,11.821752524438377,104.21175252443838
39,92.38,92.98,91.2,92.6,2019-03-05,85.3,85.3,1.7800000000000011,3.411999999999999,1.7800000000000011,1.7800000000000011,0.0,1.7800000000000011,1.7800000000000011,3.977849025712336,11.13797727199454,103.73797727199454
40,93.12,93.8,89.38,91.2,2019-03-06,85.3,85.3,4.420000000000002,3.6139999999999985,4.420000000000002,5.909999999999997,-1.4899999999999949,5.909999999999997,5.909999999999997,4.171064123141102,11.678979544795085,102.87897954479509
41,90.85,90.85,86.68,87.89,2019-03-07,85.3,85.3,4.1699999999999875,3.7739999999999965,4.1699999999999875,5.8799999999999955,-1.710000000000008,5.8799999999999955,5.8799999999999955,4.341957710826992,12.157481590315577,100.04748159031558
42,86.0,88.3,84.72,84.97,2019-03-08,85.3,85.3,3.5799999999999983,3.8129999999999966,3.5799999999999983,0.37999999999999545,3.200000000000003,3.5799999999999983,3.5799999999999983,4.2657619397442925,11.944133431284019,96.91413343128401
43,84.73,88.18,84.55,87.92,2019-03-11,85.3,85.3,3.6300000000000097,3.5869999999999975,3.6300000000000097,-2.8899999999999864,8.839999999999996,3.6300000000000097,8.839999999999996,4.723185745769863,13.224920088155615,101.14492008815562
44,91.6,93.85,89.21,91.07,2019-03-12,87.69501000000001,87.69501000000001,4.640000000000001,3.7389999999999985,4.640000000000001,5.769999999999996,-1.1299999999999955,5.769999999999996,5.769999999999996,4.827867171192876,13.518028079340052,104.58802807934005
45,90.99,90.99,87.71,88.08,2019-03-13,84.55,87.69501000000001,3.280000000000001,3.6579999999999986,3.280000000000001,2.039999999999992,1.240000000000009,3.280000000000001,3.280000000000001,4.673080454073589,13.084625271406049,101.16462527140605
46,87.98,90.48,87.32,88.95,2019-03-14,84.55,84.55,3.160000000000011,3.656999999999999,3.160000000000011,0.6500000000000057,2.510000000000005,3.160000000000011,3.160000000000011,4.521772408666231,12.660962744265445,101.61096274426545
47,90.01,91.4,88.97,89.83,2019-03-15,84.55,84.55,2.430000000000007,3.552000000000001,2.430000000000007,2.1200000000000045,0.3100000000000023,2.430000000000007,2.430000000000007,4.312595167799608,12.075266469838901,101.90526646983889
48,89.89,90.0,87.9,89.28,2019-03-18,87.32,87.32,2.0999999999999943,3.3190000000000013,2.0999999999999943,1.4000000000000057,0.6999999999999886,2.0999999999999943,2.0999999999999943,4.091335651019646,11.455739822855008,100.73573982285501
49,89.15,91.88,88.0,88.6,2019-03-19,87.32,87.32,3.8799999999999955,3.529000000000001,3.8799999999999955,4.709999999999994,-0.8299999999999983,4.709999999999994,4.709999999999994,4.153202085917681,11.628965840569506,100.2289658405695
50,88.5,88.5,85.82,87.17,2019-03-20,87.32,87.32,2.680000000000007,3.3550000000000013,2.680000000000007,1.3799999999999955,1.3000000000000114,2.680000000000007,2.680000000000007,4.005881877325914,11.216469256512557,98.38646925651256
51,87.0,88.4,85.95,87.12,2019-03-21,87.32,87.32,2.450000000000003,3.1830000000000025,2.450000000000003,1.8200000000000074,0.6299999999999955,2.450000000000003,2.450000000000003,3.8502936895933226,10.780822330861303,97.9008223308613
52,87.12,87.12,85.21,86.58,2019-03-22,87.32,97.34394009777517,1.9100000000000108,3.016000000000004,1.9100000000000108,-1.8799999999999955,3.7900000000000063,1.9100000000000108,3.7900000000000063,3.8442643206339913,10.763940097775174,97.34394009777517
53,87.97,90.58,87.02,89.0,2019-03-25,87.32,87.32,3.5600000000000023,3.009000000000003,3.5600000000000023,5.280000000000001,-1.7199999999999989,5.280000000000001,5.280000000000001,3.987837888570592,11.165946087997657,100.16594608799765
54,88.02,88.49,84.9,85.3,2019-03-26,87.32,87.32,3.589999999999989,2.904000000000002,3.589999999999989,5.079999999999998,-1.490000000000009,5.079999999999998,5.079999999999998,4.0970540997135325,11.47175147919789,96.77175147919789
55,85.5,86.54,82.3,83.41,2019-03-27,87.32,94.9217763312781,4.240000000000009,3.0000000000000027,4.240000000000009,3.3400000000000034,0.9000000000000057,4.240000000000009,4.240000000000009,4.11134868974218,11.511776331278105,94.9217763312781
56,83.34,84.36,82.1,83.2,2019-03-28,87.32,87.32,2.260000000000005,2.9100000000000024,2.260000000000005,-0.6400000000000006,2.9000000000000057,2.260000000000005,2.9000000000000057,3.9902138207679627,11.172598698150296,94.3725986981503
57,83.42,85.0,82.65,85.0,2019-03-29,87.32,87.32,2.3499999999999943,2.902000000000001,2.3499999999999943,-1.3499999999999943,3.6999999999999886,2.3499999999999943,3.6999999999999886,3.961192438691165,11.091338828335262,96.09133882833527
58,85.16,86.96,85.0,86.35,2019-04-01,82.1,87.32,1.9599999999999937,2.888000000000001,1.9599999999999937,1.9799999999999898,-0.01999999999999602,1.9799999999999898,1.9799999999999898,3.7630731948220477,10.536604945501733,96.88660494550173
59,86.35,86.43,84.33,84.98,2019-04-02,82.1,82.1,2.1000000000000085,2.710000000000002,2.1000000000000085,1.9500000000000028,0.15000000000000568,2.1000000000000085,2.1000000000000085,3.5967658753398437,10.070944450951561,95.05094445095156
60,84.8,85.2,83.88,84.48,2019-04-03,82.1,82.1,1.3200000000000074,2.5740000000000025,1.3200000000000074,1.0300000000000011,0.29000000000000625,1.3200000000000074,1.3200000000000074,3.36908928780586,9.433450005856407,93.91345000585642
61,84.63,85.16,84.0,84.17,2019-04-04,82.1,82.1,1.1599999999999966,2.4450000000000016,1.1599999999999966,2.8699999999999903,-1.7099999999999937,2.8699999999999903,2.8699999999999903,3.319180359025273,9.293705005270763,93.46370500527077
62,84.71,84.9,81.1,82.29,2019-04-08,82.1,82.1,3.8000000000000114,2.6340000000000017,3.8000000000000114,0.9900000000000091,2.8100000000000023,3.8000000000000114,3.8000000000000114,3.367262323122747,9.428334504743692,91.7183345047437
63,84.76,85.25,82.9,83.91,2019-04-09,82.1,82.1,2.3499999999999943,2.513000000000001,2.3499999999999943,3.010000000000005,-0.6600000000000108,3.010000000000005,3.010000000000005,3.3315360908104727,9.328301054269323,93.23830105426931
64,83.81,83.81,81.7,82.24,2019-04-10,81.1,82.1,2.1099999999999994,2.365000000000002,2.1099999999999994,3.0900000000000034,-0.980000000000004,3.0900000000000034,3.0900000000000034,3.3073824817294257,9.26067094884239,91.50067094884238
65,82.25,82.6,80.58,80.72,2019-04-11,81.1,81.1,2.019999999999996,2.1430000000000007,2.019999999999996,0.6199999999999903,1.4000000000000057,2.019999999999996,2.019999999999996,3.178644233556483,8.900203853958152,89.62020385395815
66,80.92,82.61,80.91,81.98,2019-04-12,81.1,81.1,1.7000000000000028,2.0870000000000006,1.7000000000000028,1.6400000000000006,0.060000000000002274,1.7000000000000028,1.7000000000000028,3.030779810200835,8.486183468562338,90.46618346856235
67,82.8,83.01,80.95,80.97,2019-04-15,80.58,81.1,2.0600000000000023,2.058000000000001,2.0600000000000023,0.7400000000000091,1.3199999999999932,2.0600000000000023,2.0600000000000023,2.933701829180752,8.214365121706106,89.18436512170611
68,80.5,82.27,80.37,82.27,2019-04-16,80.58,80.58,1.8999999999999915,2.052000000000001,1.8999999999999915,-3.8400000000000034,7.1299999999999955,1.8999999999999915,7.1299999999999955,3.3533316462626765,9.389328609535493,91.65932860953549
69,83.5,86.28,83.5,86.11,2019-04-17,81.817515,81.817515,2.780000000000001,2.12,2.780000000000001,1.6299999999999955,1.1500000000000057,2.780000000000001,2.780000000000001,3.295998481636409,9.228795748581945,95.33879574858194
70,86.12,86.3,84.42,84.65,2019-04-18,80.37,81.817515,1.8799999999999955,2.1759999999999993,1.8799999999999955,3.0999999999999943,-1.2199999999999989,3.0999999999999943,3.0999999999999943,3.276398633472768,9.17391617372375,93.82391617372376
71,84.52,84.99,82.9,83.2,2019-04-19,80.37,80.37,2.089999999999989,2.2689999999999984,2.089999999999989,3.759999999999991,-1.6700000000000017,3.759999999999991,3.759999999999991,3.32475877012549,9.309324556351372,92.50932455635137
72,83.21,83.6,81.03,81.23,2019-04-22,80.37,80.37,2.569999999999993,2.1459999999999964,2.569999999999993,8.249999999999993,-2.8599999999999994,8.249999999999993,8.249999999999993,3.8172828931129406,10.688392100716232,91.91839210071623
73,80.5,80.65,75.01,78.17,2019-04-23,80.37,80.37,5.640000000000001,2.474999999999997,3.7124999999999955,0.8700000000000045,4.769999999999996,3.7124999999999955,4.769999999999996,3.912554603801646,10.955152890644609,89.12515289064461
74,78.18,79.86,77.4,79.78,2019-04-24,80.37,90.32843760158015,2.4599999999999937,2.5099999999999967,2.4599999999999937,0.7600000000000051,1.6999999999999886,2.4599999999999937,2.4599999999999937,3.7672991434214813,10.548437601580147,90.32843760158015
75,78.59,80.86,78.1,79.1,2019-04-25,75.01,75.01,2.760000000000005,2.5839999999999974,2.760000000000005,1.5100000000000051,1.25,2.760000000000005,2.760000000000005,3.666569229079334,10.266393841422135,89.36639384142212
76,79.0,80.35,78.98,79.35,2019-04-26,75.01,75.01,1.3699999999999903,2.550999999999996,1.3699999999999903,0.5699999999999932,0.7999999999999972,1.3699999999999903,1.3699999999999903,3.4369123061713998,9.623354457279918,88.97335445727991
77,80.99,81.37,79.15,79.78,2019-04-29,75.01,75.01,2.219999999999999,2.5669999999999957,2.219999999999999,1.6099999999999994,0.6099999999999994,2.219999999999999,2.219999999999999,3.31522107555426,9.282619011551928,89.06261901155193
78,79.8,80.58,79.15,79.76,2019-04-30,75.01,75.01,1.4299999999999926,2.519999999999996,1.4299999999999926,6.179999999999993,-3.450000000000003,6.179999999999993,6.179999999999993,3.6016989679988334,10.084757110396733,89.84475711039674
79,76.87,77.66,75.06,75.7,2019-05-06,75.01,75.01,2.5999999999999943,2.5019999999999953,2.5999999999999943,1.8100000000000023,0.789999999999992,2.5999999999999943,2.5999999999999943,3.5015290711989495,9.804281399357057,85.50428139935705
80,76.0,77.42,75.62,75.85,2019-05-07,75.01,75.01,1.7999999999999972,2.4939999999999953,1.7999999999999972,2.8100000000000023,-1.0100000000000051,2.8100000000000023,2.8100000000000023,3.432376164079055,9.610653259421353,85.46065325942135
81,74.9,76.17,73.7,74.61,2019-05-08,75.01,75.01,2.469999999999999,2.5319999999999965,2.469999999999999,3.469999999999999,-1.0,3.469999999999999,3.469999999999999,3.4361385476711495,9.621187933479218,84.23118793347922
82,74.0,75.09,72.63,72.7,2019-05-09,75.01,75.01,2.460000000000008,2.520999999999998,2.460000000000008,0.9900000000000091,1.4699999999999989,2.460000000000008,2.460000000000008,3.3385246929040355,9.3478691401313,82.0478691401313
83,73.48,74.49,70.72,74.1,2019-05-10,75.01,83.49336222611817,3.769999999999996,2.3339999999999974,3.500999999999996,2.8999999999999915,0.8700000000000045,3.500999999999996,3.500999999999996,3.3547722236136313,9.393362226118168,83.49336222611817
84,73.05,73.26,71.26,71.59,2019-05-13,75.01,75.01,2.0,2.287999999999998,2.0,1.1000000000000085,0.8999999999999915,2.0,2.0,3.2192950012522683,9.01402600350635,80.60402600350635
85,71.92,73.2,71.91,72.16,2019-05-14,70.72,75.01,1.2900000000000063,2.1409999999999982,1.2900000000000063,-1.7800000000000011,3.0700000000000074,1.2900000000000063,3.0700000000000074,3.204365501127042,8.972223403155718,81.13222340315572
86,72.5,75.15,72.5,74.98,2019-05-15,70.72,70.72,2.6500000000000057,2.2689999999999997,2.6500000000000057,0.8200000000000074,1.8299999999999983,2.6500000000000057,2.6500000000000057,3.1489289510143386,8.817001062840147,83.79700106284015
87,74.8,74.84,73.9,74.33,2019-05-16,70.72,70.72,0.9399999999999977,2.1409999999999996,0.9399999999999977,2.5900000000000034,-1.6500000000000057,2.5900000000000034,2.5900000000000034,3.093036055912905,8.660500956556133,82.99050095655613
88,74.71,74.71,71.92,72.25,2019-05-17,70.72,70.72,2.789999999999992,2.2769999999999997,2.789999999999992,5.019999999999996,-2.230000000000004,5.019999999999996,5.019999999999996,3.2857324503216145,9.20005086090052,81.45005086090052
89,71.37,72.08,67.89,69.69,2019-05-20,70.72,70.72,4.189999999999998,2.436,3.654,1.9299999999999926,2.260000000000005,3.654,3.654,3.3225592052894535,9.30316577481047,78.99316577481046
90,70.22,71.18,69.88,70.15,2019-05-21,70.72,70.72,1.3000000000000114,2.3860000000000015,1.3000000000000114,1.8100000000000023,-0.5099999999999909,1.8100000000000023,1.8100000000000023,3.171303284760508,8.879649197329423,79.02964919732943
91,70.72,70.92,69.25,69.37,2019-05-22,67.89,70.72,1.6700000000000017,2.306000000000002,1.6700000000000017,3.4399999999999977,-1.769999999999996,3.4399999999999977,3.4399999999999977,3.198172956284457,8.954884277596479,78.32488427759648
92,68.8,69.25,67.3,67.48,2019-05-23,67.89,67.89,1.9500000000000028,2.2550000000000012,1.9500000000000028,1.4000000000000057,0.5499999999999972,1.9500000000000028,1.9500000000000028,3.0733556606560115,8.605395849836832,76.08539584983683
93,67.82,68.2,66.99,67.85,2019-05-24,67.89,67.89,1.210000000000008,1.9990000000000023,1.210000000000008,-1.0,2.210000000000008,1.210000000000008,2.210000000000008,2.9870200945904113,8.363656264853152,76.21365626485314
94,67.99,69.64,67.68,69.2,2019-05-27,67.89,67.89,1.9599999999999937,1.9950000000000017,1.9599999999999937,-2.239999999999995,4.199999999999989,1.9599999999999937,4.199999999999989,3.108318085131369,8.703290638367832,77.90329063836784
95,69.2,71.88,68.8,71.88,2019-05-28,66.99,67.89,3.0799999999999983,2.174000000000001,3.0799999999999983,1.3100000000000023,1.769999999999996,3.0799999999999983,3.0799999999999983,3.1054862766182323,8.69536157453105,80.57536157453104
96,70.21,71.29,70.05,70.57,2019-05-29,66.99,66.99,1.240000000000009,2.0330000000000013,1.240000000000009,1.480000000000004,-0.23999999999999488,1.480000000000004,1.480000000000004,2.9429376489564096,8.240225417077946,78.81022541707794
97,70.49,70.49,68.9,69.81,2019-05-30,66.99,66.99,1.5899999999999892,2.0980000000000003,1.5899999999999892,1.0499999999999972,0.539999999999992,1.5899999999999892,1.5899999999999892,2.807643884060768,7.86140287537015,77.67140287537015
98,70.3,70.47,69.36,69.44,2019-05-31,66.99,66.99,1.1099999999999994,1.930000000000001,1.1099999999999994,2.3100000000000023,-1.2000000000000028,2.3100000000000023,2.3100000000000023,2.7578794956546915,7.722062587833135,77.16206258783313
99,68.6,69.67,68.0,68.16,2019-06-03,66.99,66.99,1.6700000000000017,1.6780000000000015,1.6700000000000017,2.799999999999997,-1.1299999999999955,2.799999999999997,2.799999999999997,2.762091546089222,7.7338563290498215,75.89385632904981
100,68.4,68.4,66.8,66.87,2019-06-04,66.99,66.99,1.6000000000000085,1.7080000000000013,1.6000000000000085,-0.6699999999999875,2.269999999999996,1.6000000000000085,2.269999999999996,2.7128823914802993,7.596070696144838,74.46607069614484
101,67.37,69.35,67.36,69.07,2019-06-05,66.99,66.99,1.9899999999999949,1.7400000000000007,1.9899999999999949,2.4099999999999966,-0.4200000000000017,2.4099999999999966,2.4099999999999966,2.682594152332269,7.5112636265303525,76.58126362653034
102,68.81,68.89,66.66,66.94,2019-06-06,66.99,66.99,2.230000000000004,1.7680000000000007,2.230000000000004,1.2900000000000063,0.9399999999999977,2.230000000000004,2.230000000000004,2.6373347370990423,7.384537263877318,74.32453726387732
103,67.85,70.27,66.91,67.6,2019-06-10,66.99,66.99,3.3599999999999994,1.9829999999999999,2.9745,2.0799999999999983,1.2800000000000011,2.9745,2.9745,2.6710512633891383,7.478943537489587,75.07894353748958
104,64.02,68.94,64.0,68.19,2019-06-11,66.99,66.99,4.939999999999998,2.281,3.4215,0.28999999999999204,4.650000000000006,3.4215,4.650000000000006,2.868946137050225,8.03304918374063,76.22304918374063
105,67.27,69.5,67.27,68.65,2019-06-12,66.99,66.99,2.230000000000004,2.1960000000000006,2.230000000000004,-1.5100000000000051,3.740000000000009,2.230000000000004,3.740000000000009,2.9560515233452036,8.27694426536657,76.92694426536657
106,68.6,72.26,67.9,71.01,2019-06-13,64.0,66.99,4.359999999999999,2.508,3.762,0.0799999999999983,4.280000000000001,3.762,4.280000000000001,3.0884463710106838,8.647649838829913,79.65764983882991
107,71.07,74.18,70.8,72.18,2019-06-14,67.2,67.2,3.3800000000000097,2.687000000000002,3.3800000000000097,2.220000000000013,1.1599999999999966,3.3800000000000097,3.3800000000000097,3.1176017339096163,8.729284854946926,80.90928485494693
108,72.25,73.83,71.1,71.96,2019-06-17,67.2,67.2,2.730000000000004,2.8490000000000024,2.730000000000004,2.780000000000001,-0.04999999999999716,2.780000000000001,2.780000000000001,3.0838415605186547,8.634756369452232,80.59475636945223
109,71.9,72.38,70.4,71.05,2019-06-18,67.2,67.2,1.9799999999999898,2.8800000000000012,1.9799999999999898,2.6999999999999886,-0.7199999999999989,2.6999999999999886,2.6999999999999886,3.045457404466788,8.527280732507005,79.577280732507
110,72.98,73.24,69.12,69.68,2019-06-19,67.2,67.2,4.11999999999999,3.1319999999999992,4.11999999999999,4.179999999999993,-0.060000000000002274,4.179999999999993,4.179999999999993,3.1589116640201085,8.844952659256304,78.52495265925631
111,69.68,70.24,68.25,69.06,2019-06-20,67.2,67.2,1.9899999999999949,3.1319999999999992,1.9899999999999949,1.1499999999999915,0.8400000000000034,1.9899999999999949,1.9899999999999949,3.042020497618097,8.517657393330671,77.57765739333067
112,71.0,71.0,68.85,69.09,2019-06-21,67.2,67.2,2.1500000000000057,3.1239999999999997,2.1500000000000057,2.1400000000000006,0.010000000000005116,2.1500000000000057,2.1500000000000057,2.952818447856288,8.267891653997607,77.35789165399761
113,69.09,69.13,67.91,68.86,2019-06-24,67.2,67.2,1.2199999999999989,2.9099999999999993,1.2199999999999989,0.29999999999999716,0.9200000000000017,1.2199999999999989,1.2199999999999989,2.7795366030706594,7.782702488597846,76.64270248859785
114,68.84,69.2,67.81,68.83,2019-06-25,67.2,67.2,1.3900000000000006,2.5549999999999997,1.3900000000000006,-0.7800000000000011,2.1700000000000017,1.3900000000000006,2.1700000000000017,2.7185829427635935,7.6120322397380615,76.44203223973805
115,68.44,70.56,68.29,69.98,2019-06-26,67.2,67.2,2.269999999999996,2.558999999999999,2.269999999999996,0.6299999999999955,1.6400000000000006,2.269999999999996,2.269999999999996,2.6737246484872337,7.486429015764254,77.46642901576426
116,69.82,70.71,69.45,69.93,2019-06-27,67.81,67.81,1.259999999999991,2.248999999999998,1.259999999999991,2.5450000000000017,-0.5700000000000074,2.5450000000000017,2.5450000000000017,2.6608521836385104,7.450386114187829,77.38038611418784
117,68.9,69.43,68.0,68.88,2019-06-28,67.81,67.81,1.4300000000000068,2.0539999999999976,1.4300000000000068,-0.8899999999999864,2.319999999999993,1.4300000000000068,2.319999999999993,2.626766965274659,7.354947502769044,76.23494750276905
118,70.0,71.0,69.31,70.32,2019-07-01,67.81,67.81,1.6899999999999977,1.949999999999997,1.6899999999999977,-0.04000000000000625,1.730000000000004,1.6899999999999977,1.730000000000004,2.5370902687471935,7.103852752492141,77.42385275249214
119,70.28,72.38,69.96,71.04,2019-07-02,68.0,68.0,2.4200000000000017,1.9939999999999984,2.4200000000000017,0.5799999999999983,1.8400000000000034,2.4200000000000017,2.4200000000000017,2.5253812418724744,7.071067477242928,78.11106747724294
120,70.51,73.01,70.28,71.8,2019-07-03,68.0,68.0,2.730000000000004,1.8549999999999998,2.730000000000004,1.960000000000008,0.769999999999996,2.730000000000004,2.730000000000004,2.5458431176852274,7.128360729518636,78.92836072951863
